0.01, 1.0, 6.0, 11.0, 16.0, 20.0
0.02, 1.0, 6.0, 11.0, 16.0, 20.0
0.03, 1.0, 6.0, 11.0, 16.0, 20.0
0.04, 1.0, 6.0, 11.0, 16.0, 20.0
0.05, 1.0, 6.0, 11.0, 16.0, 20.0
0.060000000000000005, 1.0, 6.0, 11.0, 16.0, 20.0
0.07, 1.0, 6.0, 11.0, 16.0, 20.0
0.08, 1.0, 6.0, 11.0, 16.0, 20.0
0.09, 1.0, 6.0, 11.0, 16.0, 20.0
0.09999999999999999, 1.0, 6.0, 11.0, 16.0, 20.0
0.10999999999999999, 1.0, 6.0, 11.0, 16.0, 20.0
0.11999999999999998, 1.0, 6.0, 11.0, 16.0, 20.0
0.12999999999999998, 1.0, 6.0, 11.0, 16.0, 20.0
0.13999999999999999, 1.0, 6.0, 11.0, 16.0, 20.0
0.15, 1.0, 6.0, 11.0, 16.0, 20.0
0.16, 1.0, 6.0, 11.0, 16.0, 20.0
